Time (s),PT1w (ohms-Hex),PT1s (ohms-Hex)
6958,8376,8389
6963,8376,8390
6968,8376,8389
6973,8376,8389
6978,8376,8389
6983,8376,8389
6988,8375,8389
6993,8375,8388
6998,8375,8388
7003,8375,8389
7008,8375,8388
7013,8375,8388
7018,8374,8388
7024,8375,8388
7029,8374,8388
7034,8374,8388
7039,8374,8387
7044,8373,8387
7049,8373,8387
7054,8374,8388
7059,8373,8387
7064,8373,8387
7069,8372,8387
7074,8373,8387
7079,8373,8387
7084,8372,8387
7089,8373,8387
7094,8372,8386
7099,8372,8387
7104,8372,8386
7109,8371,8386
7114,8372,8386
7120,8372,8386
7125,8371,8386
7130,8372,8385
7135,8371,8385
7140,8371,8385
7145,8372,8385
7150,8372,8386
7155,8371,8385
7160,8371,8385
7165,8370,8385
7170,8370,8385
7175,8371,8385
7180,8370,8385
7185,8370,8385
7190,8370,8385
7195,8370,8385
7200,8369,8384
7205,8370,8384
7210,8370,8384
7216,8369,8384
7221,8369,8384
7226,8369,8384
7231,8369,8383
7236,8370,8384
7241,8369,8383
7246,8368,8384
7251,8368,8384
7256,8368,8383
7261,8368,8383
7266,8368,8382
7271,8369,8383
7276,8368,8382
7281,8368,8382
7286,8368,8382
7291,8368,8381
7296,8368,8382
7301,8367,8381
7306,8368,8382
7312,8367,8381
7317,8367,8381
7322,8367,8381
7327,8367,8382
7332,8367,8381
7337,8367,8382
7342,8366,8381
7347,8367,8381
7352,8366,8380
7357,8367,8380
7362,8366,8380
7367,8366,8381
7372,8366,8381
7377,8366,8380
7382,8366,8380
7387,8366,8380
7392,8366,8379
7397,8366,8380
7402,8365,8380
7408,8365,8380
7413,8365,8379
7418,8365,8379
7423,8365,8379
7428,8365,8379
7433,8364,8378
7438,8365,8379
7443,8364,8378
7448,8364,8378
7453,8364,8378
7458,8364,8379
7463,8364,8378
7468,8364,8378
7473,8364,8377
7478,8364,8378
7483,8364,8378
7488,8363,8378
7493,8363,8377
7498,8364,8378
7504,8363,8377
7509,8363,8378
7514,8363,8377
7519,8362,8378
7524,8363,8377
7529,8363,8377
7534,8362,8376
7539,8363,8376
7544,8363,8377
7549,8362,8377
7554,8362,8376
7559,8363,8376
7564,8361,8375
7569,8362,8376
7574,8362,8375
7579,8361,8376
7584,8362,8376
7589,8362,8375
7594,8361,8376
7600,8362,8375
7605,8361,8375
7610,8361,8376
7615,8362,8374
7620,8361,8375
7625,8360,8375
7630,8361,8375
7635,8361,8375
7640,8361,8374
7645,8360,8375
7650,8361,8374
7655,8360,8374
7660,8360,8374
7665,8360,8374
7670,8360,8374
7675,8360,8374
7680,8360,8373
7685,8360,8373
7690,8360,8373
7696,8359,8373
7701,8359,8373
7706,8359,8373
7711,8359,8374
7716,8359,8373
7721,8359,8373
7726,8359,8373
7731,8358,8373
7736,8359,8373
7741,8358,8371
7746,8358,8372
7751,8358,8372
7756,8358,8372
7761,8358,8371
7766,8358,8372
7771,8358,8372
7776,8358,8371
7781,8358,8372
7786,8358,8372
7792,8358,8371
7797,8358,8371
7802,8358,8371
7807,8357,8371
7812,8358,8371
7817,8357,8371
7822,8357,8371
7827,8356,8371
7832,8357,8370
7837,8357,8370
